sentence	emotion
I can't hold the wheel .	6
It's been over a week you've been gone .	7
Get naked and tell me the truth about my money .	3
But they're all dead .	4
We expected you to come in here with a plan .	1
[PERSON] , give me a break , will you ?	1
Your mom's not a giver - upper .	8
You've murdered a human being !	3
Let's find something to eat .	2
A traitor !	1
I am glad you are better .	5
No , you done me a nice little favour doing that there .	5
You youngsters , be quiet .	1
I just had the weirdest dream .	7
They'll be behind these desks some day .	2
I can't take any more of it .	6
You should try it .	2
That's what I do .	8
Night !	2
Chill or die , asshole .	1
I just hate to see a good man go to waste .	6
I think I hurt him .	6
I'll release them .	2
The Feds found the lake house !	4
You just give us the word .	8
You might be able to find something out there alone .	8
Let's shove off !	1
Christ . I don't know what you've been up to , but [PERSON] is pissing fire .	1
Oh , you got me . - That better ?	7
Jerk . Two years away from retirement .	3
But I'm always going to be a killer .	1
You're probably not interested .	2
Bullshit .	1
[PERSON] , we've got to talk first .	2
Have courage , princess .	8
She always ruins everything .	1
Listen , I know it's last minute ... but I wan na ask you , are you free tonight ?	2
The dead are being reactivated by forces unknown .	4
What's on your mind tonight ?	2
He's of no use to no one , including himself .	1
His Majesty is very demanding .	1
Thanks , fellas .	8
Was it a cop ?	7
The fish that got away is always the biggest one .	6
I can always buy support .	8
Don't worry , Mama , we'll find them .	8
No one else is heeding it .	6
That's brilliant . [PERSON] .	8
What goes on ?	3
How can you ask me that ?	7
Tonight we'll meet our contacts .	2
What's an angel ?	1
I'll cover you .	8
You take care of the details .	8
Where do you think I've been ?	1
There are demons in the court so I must get involved in affairs of state	2
How are you guys ?	1
Advise me of any further messages .	2
I was very angry with him .	1
Go on . Get the hell out of here .	1
OK . All right . You win .	1
That's right , babies .	2
I had such a good time .	5
Come and sit down .	2
Then we can't let him get away again .	1
You certainly are !	1
Wait for me !	5
I'd sink this ship with all hands before I'd serve him .	3
Mistakes can always be corrected	5
I unfortunately have to say that [PERSON]'s legal strategy has been very effective .	1
Do you want a beer or something ?	8
How do you smell so good in a hospital ?	5
Is that what they taught you at Yale Law School ?	3
I'm gettin' me a gun , some liquor and a gold commissioner .	2
Don't bother explaining	8
I've never before known anyone who was really brave .	6
Yes , but that doesn't ...	6
Shut up and get your ass here !	1
We're all old friends .	5
I tormented you with an old hatred that's no longer real .	6
You got to kill him , [PERSON] , now !	1
I was hoping you'd be spared all this .	6
All right . Nobody move .	4
You're not thinking what I think you're thinking , are you ?	8
He's come for the king . - You snake !	3
We are all of us caught up in the suspense of this horror fiction .	4
Although I think it's a very fine [PERSON] .	5
I'll shoot the son of a bitch in the balls !	3
Yes , should to kill .	1
In the ring , it's like all I see is him .	2
Help ! - Hello ...	4
See you Monday on the train .	2
What is wrong with you ? Come on !	1
l can't stand this shit . - Hey , [PERSON] , please .	1
But if it's straight - up one - to - one you want , then I'm your man .	8
Could you show me where they are ?	8
Pardon me , are you an explorer ?	7
I'm not hiding from anybody or anything !	1
I always think that he was once somebody's baby boy .	6
Nobody likes a whiner .	3
I'll call your and raise you ... .	8
I said part of me  . 	1
I'm attacked from all sides !	4
Now , don't worry , darling , we understand perfectly .	5
Irritating little sod .	3
Oh , this place is such a mess .	3
Are you looking at my hands ?	1
He talks about the great lie  . 	6
( giggles ) oh , you don't .	8
I would do anything for the woman that I love .	8
I was so worried that ...	4
The reason Congress enacted Section in the first place was because of a lawsuit filed by [PERSON] , the boiler - room securities operation founded by [PERSON] , better known as The Wolf of Wall Street .	1
I've never had anyone make me feel as cheap as you did today .	1
You'll regret this !	1
How good to see you !	5
Show me how to punish Perseus for this blasphemy !	3
Are you sure it was there ?	7
Did I hear Lieutenant Junior Grade  ? 	1
I am also concerned about the misinformation about nuclear waste .	4
Maybe she has a sister .	2
You think he'll be all right ?	4
This is from all of us .	5
You might be an interesting subject of study .	2
We don't like him .	1
So , how hot are my girlfriend's new jeans ?	2
I told you that swords are too dangerous !	1
It's a train robbery .	4
I never bet when I'm sure I'm right .	5
Was that you ?	1
Some of you think you can outsmart me .	8
What a comeback , [PERSON] ventura !	7
I apologise for his appointment .	6
Big time hurt ! Back !	1
Am I okay ? Everybody's worried sick about you .	1
Hey , it's another delightful day here in vacation land .	5
[PERSON] had a great time .	5
You deserve a nice , clean place .	8
What's the action ?	2
Recent results are all positive .	5
If you want Mr. [PERSON] to leave this house alive you must convince him you're healthy and happy .	1
♪ The bright blessed day ♪	5
What if [PERSON] should overhear you ?	4
Apollo won't know what hit him .	2
Call Dr [PERSON] .	4
The thing is safe .	8
Does the clown work for [PERSON] too ?	3
I was too late .	6
Twenty - four , maybe even twenty - five years .	4
Isn't the reverse possible ?	2
My dear , he is attractive , isn't he ?	5
I have all this money , and no dress .	6
I'm impressed . Go ahead , detective sergeant .	8
I've been taking these pills for my cold and they knock me out .	6
I'll make friends and enemies to please myself .	1
She seems very unusual . - Yeah .	3
Come on , stranger , hop in .	8
Now no political arguments .	1
You've got to come out .	2
I thought you said something .	7
Go on , get !	8
Let me get another .	2
I was plenty scared .	4
How did you find me ?	6
No harm at all , mate .	5
You help me and I'll make you rich .	8
Miss , you can be quite sure that I shall report this to the proper authorities .	1
So we might as well have a good time .	5
There was a group that helped criminals get guns so they could shoot citizens .	3
He shouldn't be a cop .	6
All the best fools come from [LOCATION] but only a greater fool would go there . 	3
I haven't the data yet .	6
[PERSON] , don't you have your own secretary ?	7
That isn't enough .	1
No good asking you !	1
Every day it was worse .	4
You leave that door open !	1
Then you'll get rid of me .	4
It's fucking embarrassing .	1
You get off wearing women's clothing ?	7
You , too , think I am too old , too ugly for a man to look upon with love .	6
Get out of town !	1
Mills and [PERSON] won't last much longer .	6
I don't care what she looks like . I don't like the company she keeps .	3
I don't dance well .	6
Check 'em out next time you're in court -- little looks between 'em , smiles .	2
Midship damage control won't answer .	4
Not until I've made you laugh at least once .	2
In other words , these guys got to get out of their ivory towers .	1
I have lots of things to attend to today , [PERSON] .	2
How long is your program ?	2
Many hands went into creating [PERSON] .	5
Excuse me your highnesses , but you're going to be late , And this restaurant recipe begs to order .	2
So , come on , give me the gun .	1
I mean , this is the Supreme Court .	1
cause snakes are scary .	4
[PERSON] , get a load of this .	2
You take a rest now .	8
Thank you , High Priest !	5
She wouldn't leave us here without one word from her except bare dispatches .	3
We'll blow it open .	1
We'd like to welcome you to [LOCATION] , the country that is more stimulating than a strong cup of cappuccino or an espresso enema .	2
But he's the best cameraman I know .	8
And a pretty good day for split pea soup .	5
Don't kid yourself .	1
Okay , we'll be in touch .	2
Well , we'll find out . When she's about to be convicted and I offer her a deal .	2
He should come out of it any moment .	2
I also understand that I care very much what happens to you .	8
I can't wait to see that [PERSON] .	2
I want my baby back .	4
But problems don't just go , [PERSON] , you know ?	6
You go for the piano for the first month .	7
Then , when you've recovered your strength , we'll discuss the plan .	8
Sometimes , as I'm falling asleep I can feel him breathing on my face and touching me with his hand .	6
Since -- what ?	1
Can you get up now , pal ?	8
